bbox,comparison,attribute,freq_nlp,freq_have_bboxes
mediastinum,improved,anatomicalfinding|yes|superior mediastinal mass/enlargement,51,51
mediastinum,improved,anatomicalfinding|yes|tortuous aorta,2,2
mediastinum,improved,anatomicalfinding|yes|vascular calcification,1,1
mediastinum,improved,nlp|yes|abnormal,806,803
mediastinum,improved,nlp|yes|normal,196,196
mediastinum,improved,technicalassessment|yes|rotated,13,13
mediastinum,improved;;no change,anatomicalfinding|yes|hernia,1,1
mediastinum,improved;;no change,anatomicalfinding|yes|mediastinal displacement,19,19
mediastinum,improved;;no change,anatomicalfinding|yes|mediastinal widening,28,28
mediastinum,improved;;no change,anatomicalfinding|yes|pneumomediastinum,9,9
mediastinum,improved;;no change,anatomicalfinding|yes|superior mediastinal mass/enlargement,7,7
mediastinum,improved;;no change,nlp|yes|abnormal,112,112
mediastinum,improved;;no change,nlp|yes|normal,22,22
mediastinum,improved;;no change,technicalassessment|yes|rotated,1,1
mediastinum,improved;;no change;;worsened,anatomicalfinding|yes|mediastinal displacement,1,1
mediastinum,improved;;no change;;worsened,anatomicalfinding|yes|mediastinal widening,2,2
mediastinum,improved;;no change;;worsened,nlp|yes|abnormal,6,6
mediastinum,improved;;worsened,anatomicalfinding|yes|mediastinal displacement,19,19
mediastinum,improved;;worsened,anatomicalfinding|yes|mediastinal widening,15,15
mediastinum,improved;;worsened,anatomicalfinding|yes|pneumomediastinum,2,2
mediastinum,improved;;worsened,anatomicalfinding|yes|superior mediastinal mass/enlargement,1,1
mediastinum,improved;;worsened,nlp|yes|abnormal,60,60
mediastinum,improved;;worsened,nlp|yes|normal,2,2
mediastinum,improved;;worsened,technicalassessment|yes|rotated,1,1
mediastinum,no change,anatomicalfinding|yes|hernia,789,788
mediastinum,no change,anatomicalfinding|yes|mediastinal displacement,1007,1007
mediastinum,no change,anatomicalfinding|yes|mediastinal widening,1985,1983
mediastinum,no change,anatomicalfinding|yes|pneumomediastinum,245,245
mediastinum,no change,anatomicalfinding|yes|superior mediastinal mass/enlargement,827,827
mediastinum,no change,anatomicalfinding|yes|tortuous aorta,3147,3146
mediastinum,no change,anatomicalfinding|yes|vascular calcification,2019,2019
mediastinum,no change,disease|yes|lung cancer,33,33
mediastinum,no change,nlp|yes|abnormal,11454,11447
mediastinum,no change,nlp|yes|normal,3561,3560
mediastinum,no change,technicalassessment|yes|artifact,4,4
mediastinum,no change,technicalassessment|yes|rotated,152,152
mediastinum,no change;;worsened,anatomicalfinding|yes|hernia,5,5
mediastinum,no change;;worsened,anatomicalfinding|yes|mediastinal displacement,23,23
mediastinum,no change;;worsened,anatomicalfinding|yes|mediastinal widening,36,36
mediastinum,no change;;worsened,anatomicalfinding|yes|pneumomediastinum,3,3
mediastinum,no change;;worsened,anatomicalfinding|yes|superior mediastinal mass/enlargement,9,9
mediastinum,no change;;worsened,anatomicalfinding|yes|tortuous aorta,2,2
mediastinum,no change;;worsened,nlp|yes|abnormal,125,125
mediastinum,no change;;worsened,nlp|yes|normal,7,7
mediastinum,no change;;worsened,technicalassessment|yes|rotated,2,2
mediastinum,worsened,anatomicalfinding|yes|hernia,50,50
mediastinum,worsened,anatomicalfinding|yes|mediastinal displacement,499,499
mediastinum,worsened,anatomicalfinding|yes|mediastinal widening,371,371
mediastinum,worsened,anatomicalfinding|yes|pneumomediastinum,71,71
mediastinum,worsened,anatomicalfinding|yes|superior mediastinal mass/enlargement,132,132
mediastinum,worsened,anatomicalfinding|yes|tortuous aorta,21,21
mediastinum,worsened,anatomicalfinding|yes|vascular calcification,10,10
mediastinum,worsened,disease|yes|lung cancer,7,7
mediastinum,worsened,nlp|yes|abnormal,1867,1866
mediastinum,worsened,nlp|yes|normal,173,173
mediastinum,worsened,technicalassessment|yes|artifact,2,2
mediastinum,worsened,technicalassessment|yes|rotated,103,103
right apical zone,improved,anatomicalfinding|yes|calcified nodule,1,1
right apical zone,improved,anatomicalfinding|yes|cyst/bullae,5,5
right apical zone,improved,anatomicalfinding|yes|hydropneumothorax,31,29
right apical zone,improved,anatomicalfinding|yes|lung lesion,8,7
right apical zone,improved,anatomicalfinding|yes|lung opacity,225,212
right apical zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),5,5
right apical zone,improved,anatomicalfinding|yes|multiple masses/nodules,2,1
right apical zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,16,16
right apical zone,improved,anatomicalfinding|yes|pneumothorax,630,601
right apical zone,improved,disease|yes|aspiration,2,2
right apical zone,improved,disease|yes|granulomatous disease,3,3
right apical zone,improved,disease|yes|pneumonia,8,7
right apical zone,improved,nlp|yes|abnormal,799,759
right apical zone,improved,nlp|yes|normal,24,21
right apical zone,improved;;no change,anatomicalfinding|yes|cyst/bullae,1,1
right apical zone,improved;;no change,anatomicalfinding|yes|hydropneumothorax,2,2
right apical zone,improved;;no change,anatomicalfinding|yes|lung opacity,54,47
right apical zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
right apical zone,improved;;no change,anatomicalfinding|yes|pneumothorax,33,31
right apical zone,improved;;no change,disease|yes|aspiration,1,1
right apical zone,improved;;no change,disease|yes|pneumonia,4,4
right apical zone,improved;;no change,nlp|yes|abnormal,74,66
right apical zone,improved;;no change,nlp|yes|normal,2,2
right apical zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,2,2
right apical zone,improved;;no change;;worsened,nlp|yes|abnormal,2,2
right apical zone,improved;;worsened,anatomicalfinding|yes|hydropneumothorax,6,6
right apical zone,improved;;worsened,anatomicalfinding|yes|lung opacity,47,44
right apical zone,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,3,2
right apical zone,improved;;worsened,anatomicalfinding|yes|pneumothorax,28,28
right apical zone,improved;;worsened,disease|yes|aspiration,1,1
right apical zone,improved;;worsened,disease|yes|pneumonia,1,1
right apical zone,improved;;worsened,nlp|yes|abnormal,55,52
right apical zone,improved;;worsened,nlp|yes|normal,1,1
right apical zone,no change,anatomicalfinding|yes|calcified nodule,74,71
right apical zone,no change,anatomicalfinding|yes|cyst/bullae,52,51
right apical zone,no change,anatomicalfinding|yes|hydropneumothorax,112,111
right apical zone,no change,anatomicalfinding|yes|lung lesion,209,198
right apical zone,no change,anatomicalfinding|yes|lung opacity,2150,2035
right apical zone,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),116,112
right apical zone,no change,anatomicalfinding|yes|multiple masses/nodules,34,30
right apical zone,no change,anatomicalfinding|yes|pleural/parenchymal scarring,1248,1182
right apical zone,no change,anatomicalfinding|yes|pneumothorax,1641,1556
right apical zone,no change,disease|yes|aspiration,4,4
right apical zone,no change,disease|yes|granulomatous disease,90,87
right apical zone,no change,disease|yes|lung cancer,21,18
right apical zone,no change,disease|yes|pneumonia,49,44
right apical zone,no change,nlp|yes|abnormal,3532,3356
right apical zone,no change,nlp|yes|normal,64,59
right apical zone,no change;;worsened,anatomicalfinding|yes|cyst/bullae,2,2
right apical zone,no change;;worsened,anatomicalfinding|yes|hydropneumothorax,2,2
right apical zone,no change;;worsened,anatomicalfinding|yes|lung lesion,1,1
right apical zone,no change;;worsened,anatomicalfinding|yes|lung opacity,35,32
right apical zone,no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),1,1
right apical zone,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,15,13
right apical zone,no change;;worsened,anatomicalfinding|yes|pneumothorax,20,20
right apical zone,no change;;worsened,disease|yes|pneumonia,6,5
right apical zone,no change;;worsened,nlp|yes|abnormal,45,42
right apical zone,worsened,anatomicalfinding|yes|calcified nodule,1,1
right apical zone,worsened,anatomicalfinding|yes|cyst/bullae,2,2
right apical zone,worsened,anatomicalfinding|yes|hydropneumothorax,35,35
right apical zone,worsened,anatomicalfinding|yes|lung lesion,36,36
right apical zone,worsened,anatomicalfinding|yes|lung opacity,388,368
right apical zone,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),22,22
right apical zone,worsened,anatomicalfinding|yes|multiple masses/nodules,11,11
right apical zone,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,34,34
right apical zone,worsened,anatomicalfinding|yes|pneumothorax,528,504
right apical zone,worsened,disease|yes|aspiration,11,11
right apical zone,worsened,disease|yes|granulomatous disease,1,1
right apical zone,worsened,disease|yes|lung cancer,9,9
right apical zone,worsened,disease|yes|pneumonia,75,66
right apical zone,worsened,nlp|yes|abnormal,895,853
right apical zone,worsened,nlp|yes|normal,4,3
right atrium,no change,nlp|yes|abnormal,19,19
right atrium,no change,nlp|yes|normal,2,2
right atrium,worsened,nlp|yes|abnormal,8,8
right atrium,worsened,nlp|yes|normal,2,2
right clavicle,improved,nlp|yes|abnormal,1,1
right clavicle,improved,technicalassessment|yes|rotated,13,13
right clavicle,improved;;no change,technicalassessment|yes|rotated,1,1
right clavicle,improved;;worsened,technicalassessment|yes|rotated,1,1
right clavicle,no change,anatomicalfinding|yes|bone lesion,81,80
right clavicle,no change,anatomicalfinding|yes|clavicle fracture,168,164
right clavicle,no change,anatomicalfinding|yes|shoulder osteoarthritis,51,51
right clavicle,no change,nlp|yes|abnormal,402,397
right clavicle,no change,nlp|yes|normal,11,11
right clavicle,no change,technicalassessment|yes|rotated,148,146
right clavicle,no change;;worsened,technicalassessment|yes|rotated,2,2
right clavicle,worsened,anatomicalfinding|yes|bone lesion,12,12
right clavicle,worsened,anatomicalfinding|yes|clavicle fracture,3,3
right clavicle,worsened,anatomicalfinding|yes|shoulder osteoarthritis,2,2
right clavicle,worsened,nlp|yes|abnormal,43,43
right clavicle,worsened,nlp|yes|normal,2,2
right clavicle,worsened,technicalassessment|yes|artifact,1,1
right clavicle,worsened,technicalassessment|yes|rotated,102,100
right costophrenic angle,improved,anatomicalfinding|yes|airspace opacity,19,19
right costophrenic angle,improved,anatomicalfinding|yes|atelectasis,124,124
right costophrenic angle,improved,anatomicalfinding|yes|consolidation,35,35
right costophrenic angle,improved,anatomicalfinding|yes|costophrenic angle blunting,72,72
right costophrenic angle,improved,anatomicalfinding|yes|hydropneumothorax,63,62
right costophrenic angle,improved,anatomicalfinding|yes|infiltration,7,7
right costophrenic angle,improved,anatomicalfinding|yes|linear/patchy atelectasis,12,12
right costophrenic angle,improved,anatomicalfinding|yes|lung lesion,4,4
right costophrenic angle,improved,anatomicalfinding|yes|lung opacity,5517,5469
right costophrenic angle,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),3,3
right costophrenic angle,improved,anatomicalfinding|yes|pleural effusion,5358,5310
right costophrenic angle,improved,anatomicalfinding|yes|pleural/parenchymal scarring,26,26
right costophrenic angle,improved,anatomicalfinding|yes|pneumothorax,82,81
right costophrenic angle,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,110,108
right costophrenic angle,improved,disease|yes|fluid overload/heart failure,9,9
right costophrenic angle,improved,nlp|yes|abnormal,5517,5469
right costophrenic angle,improved,nlp|yes|normal,94,92
right costophrenic angle,improved;;no change,anatomicalfinding|yes|atelectasis,37,37
right costophrenic angle,improved;;no change,anatomicalfinding|yes|consolidation,9,9
right costophrenic angle,improved;;no change,anatomicalfinding|yes|costophrenic angle blunting,6,6
right costophrenic angle,improved;;no change,anatomicalfinding|yes|hydropneumothorax,6,6
right costophrenic angle,improved;;no change,anatomicalfinding|yes|lung opacity,608,602
right costophrenic angle,improved;;no change,anatomicalfinding|yes|pleural effusion,594,588
right costophrenic angle,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
right costophrenic angle,improved;;no change,anatomicalfinding|yes|pneumothorax,6,6
right costophrenic angle,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,36,36
right costophrenic angle,improved;;no change,nlp|yes|abnormal,607,601
right costophrenic angle,improved;;no change,nlp|yes|normal,8,8
right costophrenic angle,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,48,47
right costophrenic angle,improved;;no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right costophrenic angle,improved;;no change;;worsened,anatomicalfinding|yes|pleural effusion,47,46
right costophrenic angle,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,4,4
right costophrenic angle,improved;;no change;;worsened,nlp|yes|abnormal,48,47
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|airspace opacity,2,2
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|atelectasis,11,11
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|consolidation,5,5
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|hydropneumothorax,17,17
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,2,2
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|lung lesion,3,3
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|lung opacity,450,444
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|pleural effusion,441,435
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|pneumothorax,23,23
right costophrenic angle,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,24,24
right costophrenic angle,improved;;worsened,disease|yes|fluid overload/heart failure,5,5
right costophrenic angle,improved;;worsened,disease|yes|lung cancer,2,2
right costophrenic angle,improved;;worsened,nlp|yes|abnormal,451,445
right costophrenic angle,improved;;worsened,nlp|yes|normal,1,1
right costophrenic angle,no change,anatomicalfinding|yes|airspace opacity,50,50
right costophrenic angle,no change,anatomicalfinding|yes|atelectasis,613,603
right costophrenic angle,no change,anatomicalfinding|yes|calcified nodule,3,3
right costophrenic angle,no change,anatomicalfinding|yes|consolidation,161,156
right costophrenic angle,no change,anatomicalfinding|yes|costophrenic angle blunting,791,789
right costophrenic angle,no change,anatomicalfinding|yes|hydropneumothorax,303,300
right costophrenic angle,no change,anatomicalfinding|yes|infiltration,6,6
right costophrenic angle,no change,anatomicalfinding|yes|linear/patchy atelectasis,72,71
right costophrenic angle,no change,anatomicalfinding|yes|lung lesion,31,31
right costophrenic angle,no change,anatomicalfinding|yes|lung opacity,17370,17185
right costophrenic angle,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),17,17
right costophrenic angle,no change,anatomicalfinding|yes|multiple masses/nodules,7,7
right costophrenic angle,no change,anatomicalfinding|yes|pleural effusion,17097,16913
right costophrenic angle,no change,anatomicalfinding|yes|pleural/parenchymal scarring,267,264
right costophrenic angle,no change,anatomicalfinding|yes|pneumothorax,344,341
right costophrenic angle,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,419,413
right costophrenic angle,no change,disease|yes|fluid overload/heart failure,35,35
right costophrenic angle,no change,disease|yes|lung cancer,28,27
right costophrenic angle,no change,nlp|yes|abnormal,17070,16886
right costophrenic angle,no change,nlp|yes|normal,1001,995
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|atelectasis,15,15
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|consolidation,5,5
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|costophrenic angle blunting,2,2
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|hydropneumothorax,6,6
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|lung opacity,482,481
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|pleural effusion,474,473
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|pneumothorax,11,11
right costophrenic angle,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,22,22
right costophrenic angle,no change;;worsened,disease|yes|fluid overload/heart failure,1,1
right costophrenic angle,no change;;worsened,nlp|yes|abnormal,476,475
right costophrenic angle,no change;;worsened,nlp|yes|normal,5,5
right costophrenic angle,worsened,anatomicalfinding|yes|airspace opacity,41,41
right costophrenic angle,worsened,anatomicalfinding|yes|atelectasis,328,325
right costophrenic angle,worsened,anatomicalfinding|yes|consolidation,138,137
right costophrenic angle,worsened,anatomicalfinding|yes|costophrenic angle blunting,191,191
right costophrenic angle,worsened,anatomicalfinding|yes|hydropneumothorax,112,107
right costophrenic angle,worsened,anatomicalfinding|yes|infiltration,18,17
right costophrenic angle,worsened,anatomicalfinding|yes|linear/patchy atelectasis,24,24
right costophrenic angle,worsened,anatomicalfinding|yes|lung lesion,17,17
right costophrenic angle,worsened,anatomicalfinding|yes|lung opacity,9864,9759
right costophrenic angle,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),12,12
right costophrenic angle,worsened,anatomicalfinding|yes|multiple masses/nodules,4,4
right costophrenic angle,worsened,anatomicalfinding|yes|pleural effusion,9744,9639
right costophrenic angle,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,27,27
right costophrenic angle,worsened,anatomicalfinding|yes|pneumothorax,135,130
right costophrenic angle,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,415,411
right costophrenic angle,worsened,disease|yes|fluid overload/heart failure,46,44
right costophrenic angle,worsened,disease|yes|lung cancer,19,19
right costophrenic angle,worsened,nlp|yes|abnormal,9841,9736
right costophrenic angle,worsened,nlp|yes|normal,61,61
right hemidiaphragm,improved,anatomicalfinding|yes|elevated hemidiaphragm,41,41
right hemidiaphragm,improved,anatomicalfinding|yes|hernia,9,9
right hemidiaphragm,improved,anatomicalfinding|yes|hyperaeration,7,7
right hemidiaphragm,improved,anatomicalfinding|yes|sub-diaphragmatic air,91,91
right hemidiaphragm,improved,disease|yes|copd/emphysema,2,2
right hemidiaphragm,improved,nlp|yes|abnormal,171,171
right hemidiaphragm,improved,nlp|yes|normal,15,15
right hemidiaphragm,improved;;no change,anatomicalfinding|yes|elevated hemidiaphragm,21,21
right hemidiaphragm,improved;;no change,anatomicalfinding|yes|hernia,1,1
right hemidiaphragm,improved;;no change,anatomicalfinding|yes|sub-diaphragmatic air,3,3
right hemidiaphragm,improved;;no change,nlp|yes|abnormal,28,28
right hemidiaphragm,improved;;worsened,anatomicalfinding|yes|elevated hemidiaphragm,13,13
right hemidiaphragm,improved;;worsened,nlp|yes|abnormal,20,20
right hemidiaphragm,no change,anatomicalfinding|yes|diaphragmatic eventration (benign),11,11
right hemidiaphragm,no change,anatomicalfinding|yes|elevated hemidiaphragm,1587,1587
right hemidiaphragm,no change,anatomicalfinding|yes|hernia,650,648
right hemidiaphragm,no change,anatomicalfinding|yes|hyperaeration,286,286
right hemidiaphragm,no change,anatomicalfinding|yes|sub-diaphragmatic air,199,199
right hemidiaphragm,no change,disease|yes|copd/emphysema,132,132
right hemidiaphragm,no change,nlp|yes|abnormal,2855,2851
right hemidiaphragm,no change,nlp|yes|normal,38,38
right hemidiaphragm,no change;;worsened,anatomicalfinding|yes|elevated hemidiaphragm,16,16
right hemidiaphragm,no change;;worsened,anatomicalfinding|yes|hernia,2,2
right hemidiaphragm,no change;;worsened,anatomicalfinding|yes|hyperaeration,2,2
right hemidiaphragm,no change;;worsened,anatomicalfinding|yes|sub-diaphragmatic air,2,2
right hemidiaphragm,no change;;worsened,nlp|yes|abnormal,26,26
right hemidiaphragm,worsened,anatomicalfinding|yes|diaphragmatic eventration (benign),1,1
right hemidiaphragm,worsened,anatomicalfinding|yes|elevated hemidiaphragm,179,178
right hemidiaphragm,worsened,anatomicalfinding|yes|hernia,36,36
right hemidiaphragm,worsened,anatomicalfinding|yes|hyperaeration,66,66
right hemidiaphragm,worsened,anatomicalfinding|yes|sub-diaphragmatic air,119,118
right hemidiaphragm,worsened,disease|yes|copd/emphysema,24,24
right hemidiaphragm,worsened,nlp|yes|abnormal,690,687
right hemidiaphragm,worsened,nlp|yes|normal,24,24
right hilar structures,improved,anatomicalfinding|yes|airspace opacity,150,145
right hilar structures,improved,anatomicalfinding|yes|atelectasis,170,158
right hilar structures,improved,anatomicalfinding|yes|bronchiectasis,2,2
right hilar structures,improved,anatomicalfinding|yes|calcified nodule,3,3
right hilar structures,improved,anatomicalfinding|yes|consolidation,147,135
right hilar structures,improved,anatomicalfinding|yes|cyst/bullae,2,2
right hilar structures,improved,anatomicalfinding|yes|enlarged hilum,240,231
right hilar structures,improved,anatomicalfinding|yes|infiltration,27,27
right hilar structures,improved,anatomicalfinding|yes|linear/patchy atelectasis,26,25
right hilar structures,improved,anatomicalfinding|yes|lung lesion,38,37
right hilar structures,improved,anatomicalfinding|yes|lung opacity,8268,7791
right hilar structures,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),23,23
right hilar structures,improved,anatomicalfinding|yes|multiple masses/nodules,7,6
right hilar structures,improved,anatomicalfinding|yes|pleural/parenchymal scarring,22,22
right hilar structures,improved,anatomicalfinding|yes|pneumomediastinum,100,97
right hilar structures,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,6057,5685
right hilar structures,improved,anatomicalfinding|yes|vascular congestion,2351,2245
right hilar structures,improved,anatomicalfinding|yes|vascular redistribution,45,45
right hilar structures,improved,disease|yes|aspiration,24,20
right hilar structures,improved,disease|yes|copd/emphysema,9,9
right hilar structures,improved,disease|yes|fluid overload/heart failure,51,50
right hilar structures,improved,disease|yes|granulomatous disease,1,1
right hilar structures,improved,disease|yes|lung cancer,3,2
right hilar structures,improved,disease|yes|pneumonia,155,148
right hilar structures,improved,nlp|yes|abnormal,8440,7964
right hilar structures,improved,nlp|yes|normal,523,496
right hilar structures,improved,technicalassessment|yes|artifact,1,1
right hilar structures,improved;;no change,anatomicalfinding|yes|airspace opacity,13,12
right hilar structures,improved;;no change,anatomicalfinding|yes|atelectasis,28,26
right hilar structures,improved;;no change,anatomicalfinding|yes|bronchiectasis,1,1
right hilar structures,improved;;no change,anatomicalfinding|yes|consolidation,34,34
right hilar structures,improved;;no change,anatomicalfinding|yes|cyst/bullae,1,0
right hilar structures,improved;;no change,anatomicalfinding|yes|enlarged hilum,33,30
right hilar structures,improved;;no change,anatomicalfinding|yes|infiltration,7,7
right hilar structures,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,1,1
right hilar structures,improved;;no change,anatomicalfinding|yes|lung lesion,6,6
right hilar structures,improved;;no change,anatomicalfinding|yes|lung opacity,1009,949
right hilar structures,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),3,3
right hilar structures,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,2,2
right hilar structures,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,3,3
right hilar structures,improved;;no change,anatomicalfinding|yes|pneumomediastinum,9,9
right hilar structures,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,749,707
right hilar structures,improved;;no change,anatomicalfinding|yes|vascular congestion,326,302
right hilar structures,improved;;no change,anatomicalfinding|yes|vascular redistribution,4,3
right hilar structures,improved;;no change,disease|yes|aspiration,4,4
right hilar structures,improved;;no change,disease|yes|copd/emphysema,2,1
right hilar structures,improved;;no change,disease|yes|fluid overload/heart failure,8,6
right hilar structures,improved;;no change,disease|yes|lung cancer,2,2
right hilar structures,improved;;no change,disease|yes|pneumonia,21,21
right hilar structures,improved;;no change,nlp|yes|abnormal,1020,960
right hilar structures,improved;;no change,nlp|yes|normal,38,38
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,3,3
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,9,8
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,3,3
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|enlarged hilum,2,2
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|infiltration,2,2
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,2,2
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,79,74
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,69,64
right hilar structures,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,8,8
right hilar structures,improved;;no change;;worsened,disease|yes|aspiration,3,3
right hilar structures,improved;;no change;;worsened,disease|yes|pneumonia,6,6
right hilar structures,improved;;no change;;worsened,nlp|yes|abnormal,78,73
right hilar structures,improved;;worsened,anatomicalfinding|yes|airspace opacity,18,17
right hilar structures,improved;;worsened,anatomicalfinding|yes|atelectasis,33,33
right hilar structures,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
right hilar structures,improved;;worsened,anatomicalfinding|yes|consolidation,51,49
right hilar structures,improved;;worsened,anatomicalfinding|yes|enlarged hilum,25,25
right hilar structures,improved;;worsened,anatomicalfinding|yes|infiltration,15,15
right hilar structures,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,7,7
right hilar structures,improved;;worsened,anatomicalfinding|yes|lung lesion,3,3
right hilar structures,improved;;worsened,anatomicalfinding|yes|lung opacity,614,586
right hilar structures,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),3,3
right hilar structures,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,2,2
right hilar structures,improved;;worsened,anatomicalfinding|yes|pneumomediastinum,1,1
right hilar structures,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,474,454
right hilar structures,improved;;worsened,anatomicalfinding|yes|vascular congestion,102,101
right hilar structures,improved;;worsened,anatomicalfinding|yes|vascular redistribution,10,10
right hilar structures,improved;;worsened,disease|yes|aspiration,15,15
right hilar structures,improved;;worsened,disease|yes|fluid overload/heart failure,3,3
right hilar structures,improved;;worsened,disease|yes|lung cancer,1,1
right hilar structures,improved;;worsened,disease|yes|pneumonia,26,26
right hilar structures,improved;;worsened,nlp|yes|abnormal,616,589
right hilar structures,improved;;worsened,nlp|yes|normal,7,6
right hilar structures,no change,anatomicalfinding|yes|airspace opacity,217,206
right hilar structures,no change,anatomicalfinding|yes|atelectasis,642,599
right hilar structures,no change,anatomicalfinding|yes|bronchiectasis,26,25
right hilar structures,no change,anatomicalfinding|yes|calcified nodule,149,144
right hilar structures,no change,anatomicalfinding|yes|consolidation,288,271
right hilar structures,no change,anatomicalfinding|yes|cyst/bullae,6,6
right hilar structures,no change,anatomicalfinding|yes|enlarged hilum,2166,2094
right hilar structures,no change,anatomicalfinding|yes|infiltration,60,53
right hilar structures,no change,anatomicalfinding|yes|linear/patchy atelectasis,87,82
right hilar structures,no change,anatomicalfinding|yes|lung lesion,546,529
right hilar structures,no change,anatomicalfinding|yes|lung opacity,12751,12140
right hilar structures,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),308,299
right hilar structures,no change,anatomicalfinding|yes|multiple masses/nodules,79,77
right hilar structures,no change,anatomicalfinding|yes|pleural/parenchymal scarring,260,249
right hilar structures,no change,anatomicalfinding|yes|pneumomediastinum,210,196
right hilar structures,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,7321,6946
right hilar structures,no change,anatomicalfinding|yes|vascular calcification,214,209
right hilar structures,no change,anatomicalfinding|yes|vascular congestion,4635,4429
right hilar structures,no change,anatomicalfinding|yes|vascular redistribution,127,119
right hilar structures,no change,disease|yes|aspiration,51,46
right hilar structures,no change,disease|yes|copd/emphysema,62,59
right hilar structures,no change,disease|yes|fluid overload/heart failure,106,104
right hilar structures,no change,disease|yes|granulomatous disease,45,43
right hilar structures,no change,disease|yes|lung cancer,60,58
right hilar structures,no change,disease|yes|pneumonia,347,337
right hilar structures,no change,nlp|yes|abnormal,15157,14455
right hilar structures,no change,nlp|yes|normal,1812,1749
right hilar structures,no change,technicalassessment|yes|artifact,2,2
right hilar structures,no change;;worsened,anatomicalfinding|yes|airspace opacity,24,22
right hilar structures,no change;;worsened,anatomicalfinding|yes|atelectasis,24,22
right hilar structures,no change;;worsened,anatomicalfinding|yes|consolidation,25,25
right hilar structures,no change;;worsened,anatomicalfinding|yes|enlarged hilum,53,50
